caminho_completo,nome_arquivo,classe,subtipo,label_final,largura,altura,Variancia_laplaciana,Aspect_Ratio,canais_cor,tamanho_kb,hash,brilho_medio,contraste,img_hash
data/raw/aerosol_cans/default/Image_11.png,Image_11.png,aerosol_cans,default,aerosol_cans/default,256,256,730.2503559431061,1.0,RGB,41.01,a02be63223d4c5453cff02fdc61544e7,157.5728302001953,81.71025779524297,8f6ae094d0c9cde5
data/raw/aerosol_cans/default/Image_110.png,Image_110.png,aerosol_cans,default,aerosol_cans/default,256,256,477.2726352547761,1.0,RGB,59.0,81057607015576ca8782f65fd921aab4,199.19151306152344,60.989614549356695,cd0d92f2ec65019f
data/raw/aerosol_cans/default/Image_111.png,Image_111.png,aerosol_cans,default,aerosol_cans/default,256,256,3081.899627685547,1.0,RGB,52.75,5fea97782e612525f491973f632c5f0c,212.55661010742188,64.6262856185804,bfe1c01e8c3ee3c0
data/raw/aerosol_cans/default/Image_112.png,Image_112.png,aerosol_cans,default,aerosol_cans/default,256,256,1559.193448599428,1.0,RGB,63.05,934ddf60414b85734787b46d9f83be20,195.24737548828125,71.25644111816686,a329dccee731190d
data/raw/aerosol_cans/default/Image_113.png,Image_113.png,aerosol_cans,default,aerosol_cans/default,256,256,1205.8013762587216,1.0,RGB,56.32,af40ceb3294d8fefce301ba9fe747bcc,217.6094512939453,56.24671525048321,efd0912f32fd0d80
data/raw/aerosol_cans/default/Image_114.png,Image_114.png,aerosol_cans,default,aerosol_cans/default,256,256,747.154295979999,1.0,RGB,43.98,8b2666b3f4c5af8811a56b91696e5cbd,149.49102783203125,90.96267074767006,b6f6c91392ccc1b2
data/raw/aerosol_cans/default/Image_115.png,Image_115.png,aerosol_cans,default,aerosol_cans/default,256,256,92.5283203125,1.0,RGB,19.48,83028f9ebc42a34b671a93bdc41ca425,245.05482482910156,19.098620209866763,bcc7c378ac9c18c3
data/raw/aerosol_cans/default/Image_116.png,Image_116.png,aerosol_cans,default,aerosol_cans/default,256,256,1455.3535422077402,1.0,RGB,40.64,3a5d5370d35083c513e646b5c74c0faf,223.04396057128906,59.642441264691016,b4c1ca3ce1973ee0
data/raw/aerosol_cans/default/Image_117.png,Image_117.png,aerosol_cans,default,aerosol_cans/default,256,256,1459.6157348519191,1.0,RGB,84.93,922f8b8a0df63541f2ac471fc29788cb,177.6683807373047,72.91721739081314,80d9db22e40f393f
data/raw/aerosol_cans/default/Image_118.png,Image_118.png,aerosol_cans,default,aerosol_cans/default,256,256,5189.415307244053,1.0,RGB,137.32,9f2c8fde05fc56ff5195215a4e1eeca7,98.18075561523438,61.41163884405813,fe4bb441c4174aec
data/raw/aerosol_cans/default/Image_119.png,Image_119.png,aerosol_cans,default,aerosol_cans/default,256,256,2081.1029801033437,1.0,RGB,79.14,00f6509825b028076f22757734490329,120.17176818847656,88.70777558329652,94c2ea19f1b1b1ab
data/raw/aerosol_cans/default/Image_12.png,Image_12.png,aerosol_cans,default,aerosol_cans/default,256,256,2575.4197614258155,1.0,RGB,74.53,a5aa33f13b0f3214b986b7d89273b51f,197.26434326171875,66.95397763702528,eb949c61b4c9632e
data/raw/aerosol_cans/default/Image_120.png,Image_120.png,aerosol_cans,default,aerosol_cans/default,256,256,1353.1218383675441,1.0,RGB,27.09,fad6f68099aa023c489710e3a56d455f,110.45315551757812,118.75142604172012,f6c9a316ddca2035
data/raw/aerosol_cans/default/Image_121.png,Image_121.png,aerosol_cans,default,aerosol_cans/default,256,256,2107.860035573831,1.0,RGB,89.9,97d509ad239f000f3d900fc90f7cbd22,152.500244140625,90.40169197424144,c8e5a418a367d8f9
data/raw/aerosol_cans/default/Image_122.png,Image_122.png,aerosol_cans,default,aerosol_cans/default,256,256,174.87710177805275,1.0,RGB,26.96,0d9a9de0b944a34bca374140d9cdca5d,238.26426696777344,39.86863770824073,caa5b55aa91379a4
data/raw/aerosol_cans/default/Image_123.png,Image_123.png,aerosol_cans,default,aerosol_cans/default,256,256,2691.805142108118,1.0,RGB,103.38,c70c16693e92f156dba6280426ec92c8,145.42800903320312,87.80456397171841,d92aa41ddbd3ac81
data/raw/aerosol_cans/default/Image_124.png,Image_124.png,aerosol_cans,default,aerosol_cans/default,256,256,8336.460083007812,1.0,RGB,40.0,d128f48daf0ad6d55fe100dd467c4308,101.50019836425781,105.64429545908567,cc4bf3b4b6489685
data/raw/aerosol_cans/default/Image_125.png,Image_125.png,aerosol_cans,default,aerosol_cans/default,256,256,2616.278915403178,1.0,RGB,56.94,96fb0075ddbeed33ed7a487ed9230a58,216.1607208251953,58.82769133300432,bf3e94d0c9696234
data/raw/aerosol_cans/default/Image_126.png,Image_126.png,aerosol_cans,default,aerosol_cans/default,256,256,542.728132473072,1.0,RGB,43.39,870e7ac78d132175452c336195a06146,233.55319213867188,45.214323291450526,eb9494696a846b97
data/raw/aerosol_cans/default/Image_127.png,Image_127.png,aerosol_cans,default,aerosol_cans/default,256,256,396.1403503417969,1.0,RGB,70.29,e11efb19d76ea6562b6791f4a9bcd3a0,189.11996459960938,82.06660257915802,bf1fc169d0686394
data/raw/aerosol_cans/default/Image_128.png,Image_128.png,aerosol_cans,default,aerosol_cans/default,256,256,395.1933746279683,1.0,RGB,38.39,2baf7e31504b553e09d22d5b3324e303,211.6371307373047,50.22340039864179,eeb0c20fd34cb147
data/raw/aerosol_cans/default/Image_129.png,Image_129.png,aerosol_cans,default,aerosol_cans/default,256,256,602.1102141940501,1.0,RGB,49.37,6cacfab8662b0690c8d0ef2e3d245e12,200.7830810546875,42.49754995671525,eac0951de17e8fc0
data/raw/aerosol_cans/default/Image_13.png,Image_13.png,aerosol_cans,default,aerosol_cans/default,256,256,1329.608436919516,1.0,RGB,46.86,bca7fa33dde994b0612e607f0f209591,183.96200561523438,74.13732142785467,be9dd072a34ac925
data/raw/aerosol_cans/default/Image_130.png,Image_130.png,aerosol_cans,default,aerosol_cans/default,256,256,1069.5108250817284,1.0,RGB,87.28,c0b66baa5f8b4fe353c18c3ccefef902,144.38783264160156,78.06699540622269,fb95c4e9a0729b24
data/raw/aerosol_cans/default/Image_131.png,Image_131.png,aerosol_cans,default,aerosol_cans/default,256,256,1837.356218292378,1.0,RGB,76.5,2225dbbf074c19fe2652430198609c27,176.3907928466797,74.80950971773454,dd5ba294b4249e1b
data/raw/aerosol_cans/default/Image_132.png,Image_132.png,aerosol_cans,default,aerosol_cans/default,256,256,497.5483703278005,1.0,RGB,53.02,d7c05ff0a2365f7e9f2c29e06e23b226,206.09556579589844,71.87982814025503,ed92b48c33619c67
data/raw/aerosol_cans/default/Image_133.png,Image_133.png,aerosol_cans,default,aerosol_cans/default,256,256,71.1490478515625,1.0,RGB,24.4,23298d1996f4d75084997ebb93eb9ae8,232.86708068847656,27.763403366039494,aff0d05ad00fc50f
data/raw/aerosol_cans/default/Image_134.png,Image_134.png,aerosol_cans,default,aerosol_cans/default,256,256,2054.3767409240827,1.0,RGB,66.09,ff1ac58e07b07500c656eb37eeed9f96,142.7694549560547,91.81317023710484,dea2a17d89df8602
data/raw/aerosol_cans/default/Image_135.png,Image_135.png,aerosol_cans,default,aerosol_cans/default,256,256,799.6452833265066,1.0,RGB,41.57,6bc59425c4a1397668915861615439a6,227.313232421875,37.22322625003917,e998929e8798c36b
data/raw/aerosol_cans/default/Image_136.png,Image_136.png,aerosol_cans,default,aerosol_cans/default,256,256,1786.3462194055319,1.0,RGB,52.9,fe210a1b7b31093c4ccc9ec72b408574,185.5792236328125,84.390481857884,d333accd50335b1c
data/raw/aerosol_cans/default/Image_137.png,Image_137.png,aerosol_cans,default,aerosol_cans/default,256,256,525.2156965993345,1.0,RGB,49.84,a4082aada82bcdf72272012e6eef696b,209.5980224609375,56.24351556370156,ea969569916ad64c
data/raw/aerosol_cans/default/Image_138.png,Image_138.png,aerosol_cans,default,aerosol_cans/default,256,256,863.3732117486652,1.0,RGB,45.18,56e900cc3185cff34223a96bebec318b,213.14578247070312,67.77979405464711,e19e9a61059e68ed
data/raw/aerosol_cans/default/Image_139.png,Image_139.png,aerosol_cans,default,aerosol_cans/default,256,256,738.0168699165806,1.0,RGB,37.75,75fa9787265188ad7b64616bf33c8d0f,221.88592529296875,63.057491068328346,bcd3c32cc0993fc2
data/raw/aerosol_cans/default/Image_14.png,Image_14.png,aerosol_cans,default,aerosol_cans/default,256,256,2182.153286769055,1.0,RGB,68.46,4faec45f666488ebc31ea36944f5cc8d,108.77145385742188,99.30124606483976,bee07a3b6b858449
data/raw/aerosol_cans/default/Image_140.png,Image_140.png,aerosol_cans,default,aerosol_cans/default,256,256,3200.0802917443216,1.0,RGB,60.31,9832d30a7f878325fbbd83b66d7607f0,219.6603240966797,60.353636376523085,ed949d60430db65b
data/raw/aerosol_cans/default/Image_141.png,Image_141.png,aerosol_cans,default,aerosol_cans/default,256,256,6855.160590905463,1.0,RGB,24.33,962c625f1ed59b6f20513f3a64a73a1c,182.18972778320312,91.81886712334014,ec672c366e2664c6
data/raw/aerosol_cans/default/Image_142.png,Image_142.png,aerosol_cans,default,aerosol_cans/default,256,256,989.1799999659415,1.0,RGB,57.8,4ceb2ca82427d8e1560715a704a28856,183.15135192871094,62.16132356540718,9147eafabe11e441
data/raw/aerosol_cans/default/Image_143.png,Image_143.png,aerosol_cans,default,aerosol_cans/default,256,256,807.8408203125,1.0,RGB,50.91,f3d45d00d75d838fad953f3a31703642,212.20985412597656,61.59242447632491,bf87c070984af578
data/raw/aerosol_cans/default/Image_144.png,Image_144.png,aerosol_cans,default,aerosol_cans/default,256,256,2437.242889404297,1.0,RGB,73.19,2beeb737de6ab2c4c766f19c6f279c78,189.435791015625,83.91725222913789,bf1fc169d0686394
data/raw/aerosol_cans/default/Image_145.png,Image_145.png,aerosol_cans,default,aerosol_cans/default,256,256,719.9214609113988,1.0,RGB,45.05,e77479ea9643e1b09736c908a04f82ea,115.58523559570312,103.16550413977876,9334ec0cdad2f274
data/raw/aerosol_cans/default/Image_146.png,Image_146.png,aerosol_cans,default,aerosol_cans/default,256,256,337.0434569856152,1.0,RGB,29.21,d6489fba98ba82aa61ebb8aa2f7af070,235.021240234375,28.255461425468095,af9594caca64a56a
data/raw/aerosol_cans/default/Image_147.png,Image_147.png,aerosol_cans,default,aerosol_cans/default,256,256,911.258642172208,1.0,RGB,70.02,b69d082b392996b08e0ea7988b2289af,201.124267578125,72.57836803276508,aee8d137e5980e68
data/raw/aerosol_cans/default/Image_148.png,Image_148.png,aerosol_cans,default,aerosol_cans/default,256,256,622.2673396614846,1.0,RGB,80.36,1167f67b7b9b0c37dee9a57522ef453a,142.86839294433594,55.46328344117452,862fa9d8f996d882
data/raw/aerosol_cans/default/Image_149.png,Image_149.png,aerosol_cans,default,aerosol_cans/default,256,256,71.1490478515625,1.0,RGB,24.4,23298d1996f4d75084997ebb93eb9ae8,232.86708068847656,27.763403366039494,aff0d05ad00fc50f
data/raw/aerosol_cans/default/Image_15.png,Image_15.png,aerosol_cans,default,aerosol_cans/default,256,256,775.9497053287923,1.0,RGB,40.5,86527ffeec54bc3826cab40ed16de345,158.67984008789062,81.89691962710211,9669e99690b496e9
data/raw/aerosol_cans/default/Image_150.png,Image_150.png,aerosol_cans,default,aerosol_cans/default,256,256,1183.5681514590979,1.0,RGB,66.39,8582898fb88db774cf6d48cf530e94b8,208.3634490966797,56.280663301123894,bf70c08d61721ef8
data/raw/aerosol_cans/default/Image_151.png,Image_151.png,aerosol_cans,default,aerosol_cans/default,256,256,186.81158447265625,1.0,RGB,9.22,db5fcecd01e8eaec6e5b41623df5db00,247.70712280273438,17.345955709913785,f9989667c6293938
data/raw/aerosol_cans/default/Image_152.png,Image_152.png,aerosol_cans,default,aerosol_cans/default,256,256,205.77761840447783,1.0,RGB,33.19,23134fa74df806d640283d3cd9dc8572,238.3663330078125,34.8204257953402,b8d0c73f98e03f90
data/raw/aerosol_cans/default/Image_153.png,Image_153.png,aerosol_cans,default,aerosol_cans/default,256,256,1476.2334135731217,1.0,RGB,51.88,783e21786bbf56fb4ccd0e2fd32af4ac,202.6190643310547,73.9387003594415,beccc9c3e3e0e089
data/raw/aerosol_cans/default/Image_154.png,Image_154.png,aerosol_cans,default,aerosol_cans/default,256,256,1307.5957028865814,1.0,RGB,48.02,2b0b271e15dfe3f81960e0aee8f50443,210.958740234375,67.81486963403638,bf8ecc99e130e0f0
data/raw/aerosol_cans/default/Image_155.png,Image_155.png,aerosol_cans,default,aerosol_cans/default,256,256,1580.9695908566937,1.0,RGB,86.03,4d491b0ae64d885109ff596e1100c676,152.97862243652344,81.57884746320326,8853f4acaba8a177
data/raw/aerosol_cans/default/Image_156.png,Image_156.png,aerosol_cans,default,aerosol_cans/default,256,256,1924.3463131040335,1.0,RGB,44.75,63a979520e17cf3c6f0e4764aaa3c6ca,215.28726196289062,67.3678284977494,ea42b4b5b5999991
data/raw/aerosol_cans/default/Image_157.png,Image_157.png,aerosol_cans,default,aerosol_cans/default,256,256,2435.876617129892,1.0,RGB,76.78,80e4e0c1f0f04d1e3beb4b4247c8c9bb,168.81483459472656,84.9476417414275,b287cd78f0e58293
data/raw/aerosol_cans/default/Image_158.png,Image_158.png,aerosol_cans,default,aerosol_cans/default,256,256,817.6311645274982,1.0,RGB,33.56,a7299fd6d645f646048436ce580c59d8,216.2654571533203,69.38638930760997,bbc4c43bee40916e
data/raw/aerosol_cans/default/Image_159.png,Image_159.png,aerosol_cans,default,aerosol_cans/default,256,256,2481.3064880287275,1.0,RGB,61.57,ba9e276d0bd341297a2b919fd6a2beb5,207.044921875,50.822817084648875,e1c69e99a969c626
data/raw/aerosol_cans/default/Image_16.png,Image_16.png,aerosol_cans,default,aerosol_cans/default,256,256,2115.652356242528,1.0,RGB,75.44,72de270fe7a6fe567aabfca46738496a,169.3843536376953,79.17324024035625,ef18b02a8ea5b9d1
data/raw/aerosol_cans/default/Image_160.png,Image_160.png,aerosol_cans,default,aerosol_cans/default,256,256,1028.4792851505335,1.0,RGB,29.34,4d0fd647b96354f485ea7bd0e8d7ed43,92.48324584960938,109.28542674277837,b44bda94cab4a969
data/raw/aerosol_cans/default/Image_161.png,Image_161.png,aerosol_cans,default,aerosol_cans/default,256,256,3438.7545100301504,1.0,RGB,91.57,87e3736d1f97a172e26c16df73dea91a,153.3717803955078,82.65344714155279,edae92709741c1cb
data/raw/aerosol_cans/default/Image_162.png,Image_162.png,aerosol_cans,default,aerosol_cans/default,256,256,1177.4631804747041,1.0,RGB,35.63,a71df776eb475b18f977958e15dcfe9d,112.54583740234375,106.96510874817413,96c5e92aaa94d6ca
data/raw/aerosol_cans/default/Image_163.png,Image_163.png,aerosol_cans,default,aerosol_cans/default,256,256,2030.6750163398683,1.0,RGB,70.94,f2a2e6f1ddf4f8a90d140bee18e12e2f,115.20503234863281,108.75858821800921,89e6f5128689e4f6
data/raw/aerosol_cans/default/Image_164.png,Image_164.png,aerosol_cans,default,aerosol_cans/default,256,256,3238.1746578325983,1.0,RGB,141.0,617ef706631018a7ff1059654ffb20e1,140.68960571289062,64.90101927433395,affc14e5b16070d4
data/raw/aerosol_cans/default/Image_165.png,Image_165.png,aerosol_cans,default,aerosol_cans/default,256,256,1121.3021240234375,1.0,RGB,38.34,6525a7eb7586ca8e6497b5c6d7e8a435,219.11997985839844,62.70698703589347,f9a1965ea15e69a0
data/raw/aerosol_cans/default/Image_166.png,Image_166.png,aerosol_cans,default,aerosol_cans/default,256,256,794.0646208485123,1.0,RGB,49.38,3799ec8498e9904291bca62ee658dff8,191.03359985351562,67.99581514980008,9417ebe2968d2137
data/raw/aerosol_cans/default/Image_167.png,Image_167.png,aerosol_cans,default,aerosol_cans/default,256,256,1447.0424216145184,1.0,RGB,60.72,8090aae26967d2eb74ccefc2e400e909,121.34782409667969,102.75596615065714,dc83a37ceda3904c
data/raw/aerosol_cans/default/Image_168.png,Image_168.png,aerosol_cans,default,aerosol_cans/default,256,256,2525.6210622787476,1.0,RGB,58.84,92febc8a897e94b059efcd978d95ac41,207.2234649658203,72.56709797862206,bb86c4796fa4309a
data/raw/aerosol_cans/default/Image_169.png,Image_169.png,aerosol_cans,default,aerosol_cans/default,256,256,91.71908569335938,1.0,RGB,25.63,d7745a07a75d65ec8eb3827f20cff02d,231.69677734375,27.58914505150677,eb9c94ca94739463
data/raw/aerosol_cans/default/Image_17.png,Image_17.png,aerosol_cans,default,aerosol_cans/default,256,256,3770.9826055706944,1.0,RGB,74.11,8235b822eeca87c99363d19b2474787f,191.9818878173828,75.6553550646071,a9d49609c5b61bd9
data/raw/aerosol_cans/default/Image_170.png,Image_170.png,aerosol_cans,default,aerosol_cans/default,256,256,2186.0765681527555,1.0,RGB,40.72,c823a60e2c7b549862fa4bb1100ee013,221.98294067382812,63.90951852693482,b3cccc99c6319966
data/raw/aerosol_cans/default/Image_171.png,Image_171.png,aerosol_cans,default,aerosol_cans/default,256,256,976.7831600436475,1.0,RGB,44.79,aea51547eea8e797e97a00d849473959,133.11587524414062,87.07163420473998,ea6f639230693696
data/raw/aerosol_cans/default/Image_172.png,Image_172.png,aerosol_cans,default,aerosol_cans/default,256,256,1718.1406707761344,1.0,RGB,48.64,d659dba8a81e0c9934f2333e0dff3012,199.1883544921875,91.13273371796487,b8e3869ae93cd099
data/raw/aerosol_cans/default/Image_173.png,Image_173.png,aerosol_cans,default,aerosol_cans/default,256,256,363.6480407714844,1.0,RGB,33.17,15ac5b6c54a1434b06b7e94e039ccf79,224.69342041015625,41.72725916170928,b9a1831a9b3eb469
data/raw/aerosol_cans/default/Image_174.png,Image_174.png,aerosol_cans,default,aerosol_cans/default,256,256,255.1813354343176,1.0,RGB,10.7,59841fa3c3ad047065518d7ae7f06ae4,244.59674072265625,31.597473145828133,b3666666661ec899
data/raw/aerosol_cans/default/Image_175.png,Image_175.png,aerosol_cans,default,aerosol_cans/default,256,256,1515.8714119603392,1.0,RGB,57.77,2cba9352937056a18718c16cf37a5eca,156.07102966308594,97.97825477505943,901fefe08e8f3918
data/raw/aerosol_cans/default/Image_176.png,Image_176.png,aerosol_cans,default,aerosol_cans/default,256,256,637.6452941894531,1.0,RGB,13.81,82c81e83f0f6729dfd48ceaf22f8c248,243.25863647460938,35.15839622610195,af95c86a35894ab5
data/raw/aerosol_cans/default/Image_177.png,Image_177.png,aerosol_cans,default,aerosol_cans/default,256,256,1356.3052061647177,1.0,RGB,67.54,4fa382ba60ab6d1034e89e3fe99939fb,153.63194274902344,85.69345115210979,9b4ce3b1dc4b2c94
data/raw/aerosol_cans/default/Image_178.png,Image_178.png,aerosol_cans,default,aerosol_cans/default,256,256,3781.9105491598602,1.0,RGB,108.35,65f378d709563c0c8f3039fe19e09128,117.54751586914062,55.35595045289134,c685d8720d68f778
data/raw/aerosol_cans/default/Image_179.png,Image_179.png,aerosol_cans,default,aerosol_cans/default,256,256,637.1495648473501,1.0,RGB,59.42,9c4b01f2dcfe9a4b95e8def0d98a8aa3,174.97340393066406,44.3269616194675,813bfcc84c8d0e9f
data/raw/aerosol_cans/default/Image_18.png,Image_18.png,aerosol_cans,default,aerosol_cans/default,256,256,1263.512725815177,1.0,RGB,32.99,c4b07d87c314a966f8bae5190845432c,118.42251586914062,106.99306633387006,f648aab6d4ca6465
data/raw/aerosol_cans/default/Image_180.png,Image_180.png,aerosol_cans,default,aerosol_cans/default,256,256,2376.045654296875,1.0,RGB,39.6,f044abacf63004a1f17575a64f517ce6,210.14634704589844,72.91064245098516,eb9c866394324cb7
data/raw/aerosol_cans/default/Image_181.png,Image_181.png,aerosol_cans,default,aerosol_cans/default,256,256,539.9760170707013,1.0,RGB,54.13,ea93f4dafaab99115181959df165b500,202.46063232421875,60.888680919380405,dd0d92f2a065159f
data/raw/aerosol_cans/default/Image_182.png,Image_182.png,aerosol_cans,default,aerosol_cans/default,256,256,4043.09375,1.0,RGB,11.33,a987fb6a371d3c57caad1db4dc8b033b,101.57090759277344,120.44449489406776,c9e3a71cbc18d8e1
data/raw/aerosol_cans/default/Image_183.png,Image_183.png,aerosol_cans,default,aerosol_cans/default,256,256,134.63002014136873,1.0,RGB,30.56,2627eaa15dbfcaae9304068cd853aa93,232.1258544921875,22.554337041620855,e1d09a27e7193936
data/raw/aerosol_cans/default/Image_184.png,Image_184.png,aerosol_cans,default,aerosol_cans/default,256,256,1143.9351307710167,1.0,RGB,95.0,0021ca2718a96a14f154b21de3e9d620,182.0913848876953,61.0110600805053,bf608690c71f90cf
data/raw/aerosol_cans/default/Image_185.png,Image_185.png,aerosol_cans,default,aerosol_cans/default,256,256,637.6452941894531,1.0,RGB,13.81,82c81e83f0f6729dfd48ceaf22f8c248,243.25863647460938,35.15839622610195,af95c86a35894ab5
data/raw/aerosol_cans/default/Image_186.png,Image_186.png,aerosol_cans,default,aerosol_cans/default,256,256,380.94224546453916,1.0,RGB,8.76,1daeac63b1cf23014f3bb51ee41a3dd8,238.76565551757812,51.53455962591886,f3946b9669946994
data/raw/aerosol_cans/default/Image_187.png,Image_187.png,aerosol_cans,default,aerosol_cans/default,256,256,890.1158142052591,1.0,RGB,32.28,f5309a6669b42b9088c5318e412ddde8,236.6453857421875,40.11914985095412,bc9dc363c17a341c
data/raw/aerosol_cans/default/Image_188.png,Image_188.png,aerosol_cans,default,aerosol_cans/default,256,256,72.6534389173612,1.0,RGB,18.85,b6db0182319870ccd1193b2f377430ca,231.2747802734375,22.36000752404072,b393cc6cb3685623
data/raw/aerosol_cans/default/Image_189.png,Image_189.png,aerosol_cans,default,aerosol_cans/default,256,256,83.44873046875,1.0,RGB,33.11,21d867da45d46a044575f5afa3f93566,227.1269989013672,38.94857096530003,b1cb9a8684e6639b
data/raw/aerosol_cans/default/Image_19.png,Image_19.png,aerosol_cans,default,aerosol_cans/default,256,256,1114.3654783582315,1.0,RGB,56.28,a79a025bf7eb844b54b0628a1158c0ee,205.47903442382812,40.5834769754067,e6329993994d9965
data/raw/aerosol_cans/default/Image_190.png,Image_190.png,aerosol_cans,default,aerosol_cans/default,256,256,970.167955869576,1.0,RGB,68.83,0092bc414d884cd45808f6275db6ddfe,208.3059539794922,56.108682933104284,bf70c08f61721ef0
data/raw/aerosol_cans/default/Image_191.png,Image_191.png,aerosol_cans,default,aerosol_cans/default,256,256,2309.125159575604,1.0,RGB,41.71,5ba0f164beb6a6fdd0fd91f2ceee1bc1,225.95643615722656,41.41355894830635,be85c17a953f4a84
data/raw/aerosol_cans/default/Image_192.png,Image_192.png,aerosol_cans,default,aerosol_cans/default,256,256,1602.3215789271053,1.0,RGB,56.92,8ca086601a90105901f4bef15eeb7b1f,213.2867431640625,60.06769399074411,bbe984125e5c29e3
data/raw/aerosol_cans/default/Image_193.png,Image_193.png,aerosol_cans,default,aerosol_cans/default,256,256,1064.5861356684472,1.0,RGB,42.91,a56ff023598fd264673f6be03fb0bc9f,214.73159790039062,53.405089256151015,f1968e6962b25995
data/raw/aerosol_cans/default/Image_194.png,Image_194.png,aerosol_cans,default,aerosol_cans/default,256,256,902.5183728651609,1.0,RGB,70.5,de95c1b3083fc95b34e92a8c5d335c92,168.88580322265625,84.48133881961299,b8e44ec72fd0126b
data/raw/aerosol_cans/default/Image_195.png,Image_195.png,aerosol_cans,default,aerosol_cans/default,256,256,346.9903564369306,1.0,RGB,30.14,07a4167fe3482a836b0ac43675a43186,222.389404296875,56.61341512405358,b9d0c62f6ed1310e
data/raw/aerosol_cans/default/Image_196.png,Image_196.png,aerosol_cans,default,aerosol_cans/default,256,256,2170.7337412601337,1.0,RGB,137.17,1f2fa726da9a0e3d23cc38173cbc8266,141.130126953125,64.05857079667935,affc14e5b16070d4
data/raw/aerosol_cans/default/Image_197.png,Image_197.png,aerosol_cans,default,aerosol_cans/default,256,256,1074.220779316267,1.0,RGB,34.63,53a4d56f58d3eb9152da5ed34934846c,199.4567108154297,73.28727936830926,a6d1d92ed033a359
data/raw/aerosol_cans/default/Image_198.png,Image_198.png,aerosol_cans,default,aerosol_cans/default,256,256,2802.878021239303,1.0,RGB,103.9,e292a275f713382b80a36c8574b8c917,181.51425170898438,60.199482573874576,bafaec149467c119
data/raw/aerosol_cans/default/Image_199.png,Image_199.png,aerosol_cans,default,aerosol_cans/default,256,256,1218.9860019513872,1.0,RGB,29.65,ace7739ad693f0058807d19d8668d52c,140.9212646484375,109.31742344236987,c049bf3780ca6e75
data/raw/aerosol_cans/default/Image_2.png,Image_2.png,aerosol_cans,default,aerosol_cans/default,256,256,2870.6618496214505,1.0,RGB,82.12,1a7dd2342143b7ae14082b23b77e582f,184.2509765625,79.49633856804986,bbe4851ac86de60d
